,Engagements,Followers,Created,Type,Description,datetime,year,month,month_int,weekday,day_time,is_playoffs
1249,728842,35095519,2019-02-28 22:01:03 EST,Video,@therea1djones goes #AirplaneMode!,2019-02-28 22:01:03,2019,February,2,Thursday,night,False
1250,728842,35095519,2019-02-28 21:50:37 EST,Video,@dwyanewade goes on his bag! #OneLastDance,2019-02-28 21:50:37,2019,February,2,Thursday,night,False
1251,358622,35095519,2019-02-28 21:30:47 EST,Photo,Congrats to @CP3 of the @HoustonRockets for moving up to 10th on the NBA’s ALL-TIME STEALS list!,2019-02-28 21:30:47,2019,February,2,Thursday,night,False
1252,793060,35095519,2019-02-28 20:51:33 EST,Video,@jharden13 shows off the range!,2019-02-28 20:51:33,2019,February,2,Thursday,evening,False
1253,722945,35095519,2019-02-28 20:42:56 EST,Video,@cp3 creates space for the jumper with the handles!,2019-02-28 20:42:56,2019,February,2,Thursday,evening,False
1254,728842,35095519,2019-02-28 20:29:55 EST,Video,Houston shows love for @dwyanewade! #OneLastDance,2019-02-28 20:29:55,2019,February,2,Thursday,evening,False
1255,659480,35095519,2019-02-28 20:15:58 EST,Video,@23.savage23 climbs the ladder for the @nyknicks!,2019-02-28 20:15:58,2019,February,2,Thursday,evening,False
1256,606494,35095519,2019-02-28 19:32:29 EST,Video,"Ahead of tonight’s @utahjazz action (10:30pm/et @nbaontnt), we showcase @spidadmitchell mic’d up at #NBAAllStar!",2019-02-28 19:32:29,2019,February,2,Thursday,evening,False
1257,466254,35070691,2019-02-28 17:58:08 EST,Video,@littlechrisp & @cp3 support @dwyanewade ahead of @miamiheat/@houstonrockets! #OneLastDance,2019-02-28 17:58:08,2019,February,2,Thursday,evening,False
1258,608618,35070691,2019-02-28 16:26:00 EST,Video,"@bensimmons finds his @sixers teammates from the post! #NBABreakdown
...
??: SIXERS/THUNDER
?: 8:00pm/et
??: @nbaontnt",2019-02-28 16:26:00,2019,February,2,Thursday,afternoon,False
1259,614233,35070691,2019-02-28 13:49:24 EST,Video,We celebrate @lukadoncic’s 20th birthday with his clutch buckets for the @dallasmavs! #NBABDAY,2019-02-28 13:49:24,2019,February,2,Thursday,afternoon,False
1260,264753,35070691,2019-02-28 09:26:59 EST,Album,?? all the angles of @dwyanewade’s #TissotBuzzerBeater for the @miamiheat win! #ThisIsYourTime,2019-02-28 09:26:59,2019,February,2,Thursday,morning,False
1261,676697,35070691,2019-02-28 03:07:26 EST,Video,"A year ago to the day, @dwyanewade won it for the @miamiheat late!",2019-02-28 03:07:26,2019,February,2,Thursday,deadzone,False
1262,443990,35070691,2019-02-28 01:54:18 EST,Album,Swipe through to recap an exciting Wednesday around the Association!,2019-02-28 01:54:18,2019,February,2,Thursday,deadzone,False
1263,443990,35070691,2019-02-28 01:37:34 EST,Album,Swipe through to recap an exciting Wednesday around the Association!,2019-02-28 01:37:34,2019,February,2,Thursday,deadzone,False
1264,912656,35070691,2019-02-28 01:21:11 EST,Video,@kingjames tosses up the clutch corner triple for the @lakers!,2019-02-28 01:21:11,2019,February,2,Thursday,deadzone,False
1265,366699,35070691,2019-02-28 00:43:54 EST,Photo,@thebledshow notches his first triple-double of the season for the @bucks with 26p/13a/12r! #TripleDoubleAlert,2019-02-28 00:43:54,2019,February,2,Thursday,postgame,False
1266,883317,35070691,2019-02-28 00:37:37 EST,Video,For 100K... ??,2019-02-28 00:37:37,2019,February,2,Thursday,postgame,False
1267,991340,35070691,2019-02-28 00:02:01 EST,Video,@kingjames attacks for the @lakers! (??: ESPN),2019-02-28 00:02:01,2019,February,2,Thursday,postgame,False
1268,722958,35070691,2019-02-27 23:30:00 EST,Video,@spidadmitchell creates space for the jumper!,2019-02-27 23:30:00,2019,February,2,Wednesday,postgame,False
1269,889452,35070691,2019-02-27 23:22:04 EST,Video,@lakers fans salute @kingjames for becoming the only player in the TOP 10 in ASSISTS & SCORING!,2019-02-27 23:22:04,2019,February,2,Wednesday,night,False
1270,601598,35070691,2019-02-27 23:05:39 EST,Video,@traeyoung (36p) and @jcollins20_ (34p) lead the @atlhawks at home!,2019-02-27 23:05:39,2019,February,2,Wednesday,night,False
1271,664872,35070691,2019-02-27 23:02:49 EST,Video,"@dwyanewade puts up 25 off the bench, including the @miamiheat winner! #OneLastDance",2019-02-27 23:02:49,2019,February,2,Wednesday,night,False
1272,400044,35070691,2019-02-27 22:46:19 EST,Album,WADE FOR THE WIN! #TissotBuzzerBeater #ThisIsYourTime,2019-02-27 22:46:19,2019,February,2,Wednesday,night,False
1273,670295,35070691,2019-02-27 22:19:12 EST,Video,@dwyanewade buries the #TissotBuzzerBeater for the @miamiheat win! #ThisIsYourTime,2019-02-27 22:19:12,2019,February,2,Wednesday,night,False
1274,785288,35070691,2019-02-27 21:56:05 EST,Video,@damianlillard goes the length of the floor to beat the buzzer! (??: ESPN),2019-02-27 21:56:05,2019,February,2,Wednesday,night,False
1275,722958,35070691,2019-02-27 21:24:11 EST,Video,Vince Carter hangs for the @atlhawks bucket!,2019-02-27 21:24:11,2019,February,2,Wednesday,night,False
1276,785288,35070691,2019-02-27 20:54:36 EST,Video,@fchwpo takes it in & out to the rim! (??: ESPN),2019-02-27 20:54:36,2019,February,2,Wednesday,evening,False
1277,785288,35070691,2019-02-27 20:44:37 EST,Video,?? @bam1of1 climbs the ladder! ??,2019-02-27 20:44:37,2019,February,2,Wednesday,evening,False
1278,722958,35070691,2019-02-27 20:33:19 EST,Video,@dwyanewade threads the needle!,2019-02-27 20:33:19,2019,February,2,Wednesday,evening,False
1279,722958,35070691,2019-02-27 20:26:54 EST,Video,@justholla7 crosses into the lefty SLAM!,2019-02-27 20:26:54,2019,February,2,Wednesday,evening,False
1280,661803,35049125,2019-02-27 17:47:20 EST,Video,"???? @damianlillard & @sdotcurry play The Whisper Challenge! ...
??: BLAZERS/CELTICS
?: 8:00pm/et
??: ESPN",2019-02-27 17:47:20,2019,February,2,Wednesday,evening,False
1281,603705,35049125,2019-02-27 14:51:35 EST,Video,"Averaging 7.9apg, we showcase @jrue_holiday11’s flashy dimes! [??: Who You (Never Knew You) by @reellyphent|@unitedmasters]
??:PELICANS/LAKERS
?:10:30pm/et ??:ESPN",2019-02-27 14:51:35,2019,February,2,Wednesday,afternoon,False
1282,741832,35049125,2019-02-27 00:34:51 EST,Video,@ygtrece lets it fly from deep to beat the 3Q buzzer!,2019-02-27 00:34:51,2019,February,2,Wednesday,postgame,False
1283,653476,35049125,2019-02-26 23:18:40 EST,Video,"@isaiahthomas tosses up the triple, plus the foul, for the @nuggets! (??: @nbaontnt)",2019-02-26 23:18:40,2019,February,2,Tuesday,night,False
1284,659504,35049125,2019-02-26 21:35:22 EST,Video,@iso_zo spins in transition for the @nyknicks!,2019-02-26 21:35:22,2019,February,2,Tuesday,night,False
1285,741856,35027474,2019-02-26 18:11:51 EST,Video,@kyrieirving warms up for tonight’s @celtics @nbaontnt action (8:00pm/et) in Toronto!,2019-02-26 18:11:51,2019,February,2,Tuesday,evening,False
1286,333867,35027474,2019-02-26 15:35:31 EST,Album,Who ya got in tonight’s @nbaontnt #PlayersOnly doubleheader?,2019-02-26 15:35:31,2019,February,2,Tuesday,afternoon,False
1287,367371,35027474,2019-02-26 13:07:19 EST,Album,What it’s all about! #ThisIsWhyWePlay,2019-02-26 13:07:19,2019,February,2,Tuesday,afternoon,False
1288,433038,35027474,2019-02-26 01:32:13 EST,Album,11 games around the Association Monday night!,2019-02-26 01:32:13,2019,February,2,Tuesday,deadzone,False
1289,687806,35027474,2019-02-26 01:08:25 EST,Video,A beautiful moment in LA as @lukadoncic gifts out his #NBAKicks! #ThisIsWhyWePlay (repost @nbakicks),2019-02-26 01:08:25,2019,February,2,Tuesday,deadzone,False
1290,682241,35027474,2019-02-26 01:01:37 EST,Video,@docrivers calls timeout so the crowd can show @swish41 love! #ThisIsWhyWePlay,2019-02-26 01:01:37,2019,February,2,Tuesday,deadzone,False
1291,716376,35027474,2019-02-25 23:29:29 EST,Video,@trezz24 with the fake & MONSTER SLAM! (??: @nbatv),2019-02-25 23:29:29,2019,February,2,Monday,night,False
1292,466402,35027474,2019-02-25 22:34:35 EST,Photo,@kingjames notches his sixth triple-double of the season for the @lakers with 24p/12r/11a. #TripleDoubleAlert,2019-02-25 22:34:35,2019,February,2,Monday,night,False
1293,466402,35027474,2019-02-25 22:22:42 EST,Photo,Congrats to @KingJames of the @Lakers for moving up to 5th on the NBA’s ALL-TIME TRIPLE-DOUBLES list! #ThisIsWhyWePlay,2019-02-25 22:22:42,2019,February,2,Monday,night,False
1294,548806,35027474,2019-02-25 21:54:24 EST,Video,@lukadoncic & @swish41 get loose for tonight’s @dallasmavs action in LA 10:30pm/et @nbatv!,2019-02-25 21:54:24,2019,February,2,Monday,night,False
1295,722984,35027474,2019-02-25 21:03:56 EST,Video,@karltowns breaks out the windmill in transition!,2019-02-25 21:03:56,2019,February,2,Monday,night,False
1296,728882,35027474,2019-02-25 20:38:06 EST,Video,@dwyanewade with the spin & scoop! #OneLastDance,2019-02-25 20:38:06,2019,February,2,Monday,evening,False
1297,722984,35027474,2019-02-25 20:33:26 EST,Video,@bensimmons with the trickery in transition!,2019-02-25 20:33:26,2019,February,2,Monday,evening,False
1298,659516,35027474,2019-02-25 20:31:53 EST,Video,@zachlavine8 punches it home for the @chicagobulls!,2019-02-25 20:31:53,2019,February,2,Monday,evening,False
1299,464044,35027474,2019-02-25 20:25:36 EST,Photo,"?? @KingJames ??

The only player in TOP 10 POINTS & ASSISTS all-time!",2019-02-25 20:25:36,2019,February,2,Monday,evening,False
1300,466402,35027474,2019-02-25 20:21:16 EST,Photo,Congrats to @kingjames of the @lakers for moving up to 10th on the all-time ASSISTS list! #ThisIsWhyWePlay,2019-02-25 20:21:16,2019,February,2,Monday,evening,False
1301,379357,35027474,2019-02-25 19:51:46 EST,Album,@dwyanewade with a new look! #OneLastDance,2019-02-25 19:51:46,2019,February,2,Monday,evening,False
1302,725517,35003678,2019-02-25 18:42:11 EST,Video,?? @karltowns off two!!,2019-02-25 18:42:11,2019,February,2,Monday,evening,False
1303,614266,35003678,2019-02-25 17:09:31 EST,Video,@cp3 or @traeyoung ....who had your fave ASSIST of the Week? #StateFarmAssists,2019-02-25 17:09:31,2019,February,2,Monday,evening,False
1304,308168,35003678,2019-02-25 11:11:42 EST,Album,?? the NBA STAT LEADERS ahead of Week 20’s action!,2019-02-25 11:11:42,2019,February,2,Monday,lunch,False
1305,313001,35003678,2019-02-24 22:21:15 EST,Album,The @nuggets @orlandomagic & @nyknicks are each victorious on Sunday!,2019-02-24 22:21:15,2019,February,2,Sunday,night,False
1306,767053,35003678,2019-02-24 21:57:09 EST,Video,?? @desmith4 off the window to @23.savage23 ??,2019-02-24 21:57:09,2019,February,2,Sunday,night,False
1307,536042,35003678,2019-02-24 21:29:26 EST,Video,The @nyknicks rookie connection... @kknox_23 to @23.savage23 and @23.savage23 to @kknox_23!,2019-02-24 21:29:26,2019,February,2,Sunday,night,False
1308,652398,34980018,2019-02-24 17:17:38 EST,Video,@marcgasol gets it back from @kyle_lowry7!,2019-02-24 17:17:38,2019,February,2,Sunday,evening,False
1309,790401,34980018,2019-02-24 16:34:50 EST,Video,"Nice passes, Kameron! #ThisIsWhyWePlay",2019-02-24 16:34:50,2019,February,2,Sunday,afternoon,False
1310,371002,34980018,2019-02-24 14:17:42 EST,Photo,"Dec. 26, 1964 (St. Louis): The @celtics made @NBAHistory when five African-American players – K.C. Jones, Sam Jones, Willie Naulls, Bill Russell, Satch Sanders – took the floor as a starting unit.

#NBABHM #NBAVoices #BHM",2019-02-24 14:17:42,2019,February,2,Sunday,afternoon,False
1311,664022,34980018,2019-02-24 10:47:44 EST,Video,The grind doesn’t stop at the buzzer... @cp3 puts in extra work following 23p/17a/5r in @houstonrockets road W!,2019-02-24 10:47:44,2019,February,2,Sunday,morning,False
1312,426401,34980018,2019-02-24 00:56:49 EST,Album,Swipe through to recap a busy 12-game night around the Association!,2019-02-24 00:56:49,2019,February,2,Sunday,postgame,False
1313,706183,34980018,2019-02-23 23:38:52 EST,Video,@cp3 leads the @houstonrockets to victory with 23 points & season-high 17 assists!,2019-02-23 23:38:52,2019,February,2,Saturday,postgame,False
1314,644190,34980018,2019-02-23 23:10:55 EST,Video,@cp3 (23p/17a/5r) and @kennethfaried35 (20p/10r) walk off with 118-112 @houstonrockets W!,2019-02-23 23:10:55,2019,February,2,Saturday,night,False
1315,711943,34980018,2019-02-23 22:45:52 EST,Video,@cp3 threads the needle to @ccapela15! #NBAKicks,2019-02-23 22:45:52,2019,February,2,Saturday,night,False
1316,921807,34980018,2019-02-23 22:34:36 EST,Video,??????????????,2019-02-23 22:34:36,2019,February,2,Saturday,night,False
1317,644190,34980018,2019-02-23 22:30:57 EST,Video,@zachlavine8 (42p) and @laurimarkkanen (35p) each put career-highs in the @chicagobulls W!,2019-02-23 22:30:57,2019,February,2,Saturday,night,False
1318,665988,34980018,2019-02-23 22:13:21 EST,Video,@andre with the quick catch to beat the buzzer! #PhantomCam,2019-02-23 22:13:21,2019,February,2,Saturday,night,False
1319,706183,34980018,2019-02-23 21:59:41 EST,Video,@atolliver44 protects the paint for the @timberwolves!!,2019-02-23 21:59:41,2019,February,2,Saturday,night,False
1320,749768,34980018,2019-02-23 21:58:24 EST,Video,@andre gets creative to beat the first-half buzzer! #NBAonABC,2019-02-23 21:58:24,2019,February,2,Saturday,night,False
1321,774142,34980018,2019-02-23 21:45:30 EST,Video,"@dloading celebrates his birthday with 40 points, including the final 12!",2019-02-23 21:45:30,2019,February,2,Saturday,night,False
1322,774142,34980018,2019-02-23 21:42:07 EST,Video,@dwyanewade gets it back and finishes!,2019-02-23 21:42:07,2019,February,2,Saturday,night,False
1323,774142,34980018,2019-02-23 21:36:34 EST,Video,@darrencollison_ creates space with the handles!,2019-02-23 21:36:34,2019,February,2,Saturday,night,False
1324,749768,34980018,2019-02-23 20:59:02 EST,Video,@cp3 breaks out the moves! #NBAonABC,2019-02-23 20:59:02,2019,February,2,Saturday,evening,False
1325,774142,34980018,2019-02-23 20:12:13 EST,Video,@kuz gets it back for the VICIOUS SLAM!,2019-02-23 20:12:13,2019,February,2,Saturday,evening,False
1326,816283,34952369,2019-02-23 17:27:31 EST,Video,"?? @stephencurry30 mic’d up in the 2019 #NBAAllStar Game! ??
...
??: ROCKETS/WARRIORS
?: 8:30pm/et
??: #NBAonABC",2019-02-23 17:27:31,2019,February,2,Saturday,evening,False
1327,745413,34952369,2019-02-23 14:41:03 EST,Video,"Ahead of tonight’s #NBAonABC Saturday Primetime 8:30pm/et, we showcase @stephencurry30’s BEST SLAMS!",2019-02-23 14:41:03,2019,February,2,Saturday,afternoon,False
1328,375269,34952369,2019-02-23 12:48:11 EST,Photo,Tonight’s #NBAonABC Saturday Primetime features @houstonrockets/@warriors!,2019-02-23 12:48:11,2019,February,2,Saturday,lunch,False
1329,338513,34952369,2019-02-23 10:16:13 EST,Photo,Join us in wishing @dloading of the @brooklynnets a HAPPY 23rd BIRTHDAY! #NBABDAY,2019-02-23 10:16:13,2019,February,2,Saturday,morning,False
1330,661007,34952369,2019-02-23 01:28:06 EST,Video,@ygtrece (45p) and @russwest44 (43p) lead the @okcthunder to 2OT W at home!,2019-02-23 01:28:06,2019,February,2,Saturday,deadzone,False
1331,459172,34952369,2019-02-23 01:11:07 EST,Album,"18 teams in action, 9 winners Friday night!",2019-02-23 01:11:07,2019,February,2,Saturday,deadzone,False
1332,724619,34952369,2019-02-23 00:51:50 EST,Video,@ygtrece for the @okcthunder win!,2019-02-23 00:51:50,2019,February,2,Saturday,postgame,False
1333,794352,34952369,2019-02-23 00:22:22 EST,Video,@ygtrece breaks out the windmill!,2019-02-23 00:22:22,2019,February,2,Saturday,postgame,False
1334,716415,34952369,2019-02-22 23:36:10 EST,Video,@spidadmitchell floats in the runner to beat the horn! (??: @nbaonespn),2019-02-22 23:36:10,2019,February,2,Friday,postgame,False
1335,716415,34952369,2019-02-22 22:04:11 EST,Video,@spidadmitchell throws it down off the dribble! (??: @nbaonespn),2019-02-22 22:04:11,2019,February,2,Friday,night,False
1336,664932,34952369,2019-02-22 21:56:17 EST,Video,The brotherhood... @kyle_lowry7 x @demar_derozan! #ThisIsWhyWePlay,2019-02-22 21:56:17,2019,February,2,Friday,night,False
1337,659552,34952369,2019-02-22 21:49:20 EST,Video,@fearthefro95 throws it down in transition for the @atlhawks!,2019-02-22 21:49:20,2019,February,2,Friday,night,False
1338,723024,34952369,2019-02-22 21:42:38 EST,Video,The best plays down the stretch as the @raptors hold on at home!!,2019-02-22 21:42:38,2019,February,2,Friday,night,False
1339,716428,34926181,2019-02-22 20:03:25 EST,Video,?? @desmith4 TAKES FLIGHT for the @nyknicks! ??,2019-02-22 20:03:25,2019,February,2,Friday,evening,False
1340,723037,34926181,2019-02-22 20:00:47 EST,Video,?? @demar_derozan ??,2019-02-22 20:00:47,2019,February,2,Friday,evening,False
1341,664944,34926181,2019-02-22 19:29:11 EST,Video,"@raptors tribute their all-time leader in points, games played & victories, @demar_derozan! #ThisIsWhyWePlay",2019-02-22 19:29:11,2019,February,2,Friday,evening,False
1342,716428,34926181,2019-02-22 19:23:06 EST,Video,Toronto shows love for @demar_derozan! (??: @nbaonespn),2019-02-22 19:23:06,2019,February,2,Friday,evening,False
1343,601663,34926181,2019-02-22 19:21:55 EST,Video,@kyle_lowry7 & @demar_derozan before @espn tip!,2019-02-22 19:21:55,2019,February,2,Friday,evening,False
1344,507043,34926181,2019-02-22 17:36:47 EST,Video,@demar_derozan arrives for @spurs/@raptors action TONIGHT on @espn (7pm/et)!,2019-02-22 17:36:47,2019,February,2,Friday,evening,False
1345,321940,34926181,2019-02-22 12:57:28 EST,Album,@demar_derozan’s return to Toronto headlines tonight’s ESPN action!,2019-02-22 12:57:28,2019,February,2,Friday,lunch,False
1346,343189,34926181,2019-02-22 10:38:12 EST,Photo,Join us in wishing @rajonrondo of the @lakers a HAPPY 33rd BIRTHDAY! #NBABDAY,2019-02-22 10:38:12,2019,February,2,Friday,morning,False
1347,417568,34926181,2019-02-22 02:17:37 EST,Album,Swipe through to recap Thursday’s six games!,2019-02-22 02:17:37,2019,February,2,Friday,deadzone,False
1348,904413,34926181,2019-02-22 00:49:22 EST,Video,@kingjames raises it high for the @lakers SLAM! (??: @nbaontnt),2019-02-22 00:49:22,2019,February,2,Friday,postgame,False
1349,806414,34926181,2019-02-22 00:19:15 EST,Video,@jharden13 cuts baseline for the SLAM! (??: @nbaontnt),2019-02-22 00:19:15,2019,February,2,Friday,postgame,False
1350,753868,34926181,2019-02-21 23:34:02 EST,Video,@easymoneysniper with the emphatic SWAT for the @warriors!,2019-02-21 23:34:02,2019,February,2,Thursday,postgame,False
1351,723037,34926181,2019-02-21 22:43:04 EST,Video,It’s GAMETIME in LA @nbaontnt... who ya got?,2019-02-21 22:43:04,2019,February,2,Thursday,night,False
1352,659564,34926181,2019-02-21 22:33:56 EST,Video,@k_mid22 buries the clutch triple for the @bucks!,2019-02-21 22:33:56,2019,February,2,Thursday,night,False
