,Unnamed: 0,Engagements,Followers,Created,Type,Description,datetime,year,month,month_int,weekday,day_time,is_playoffs,clean_words,season_yr,is_season,is_finals,Followers_Mentioned,all_nba,league_type,same_day_post
2303,2303,435349,33289443,2018-12-25 20:48:18 EST,Photo,30 x 23 x #NBAXmas (??: ABC/ESPN),2018-12-25 20:48:18,2018,December,12,Tuesday,evening,False,30 x 23 x nbaxmas abc espn,2019.0,True,False,0,0,1,1
2304,2304,805390,33289443,2018-12-25 20:17:36 EST,Video,@kyrieirving erupts for 40 PTS to lead the @celtics at home! #NBAXmas,2018-12-25 20:17:36,2018,December,12,Tuesday,evening,False,kyrieirving erupts 40 pts lead celtics home nbaxmas,2019.0,True,False,4200000,2,1,1
2305,2305,787638,33289443,2018-12-25 20:14:24 EST,Video,Itâ€™s #NBAXmas GAMETIME from Oakland! (??: ABC/ESPN),2018-12-25 20:14:24,2018,December,12,Tuesday,evening,False,itâ nbaxmas gametime oakland abc espn,2019.0,True,False,0,0,1,1
2306,2306,882896,33289443,2018-12-25 20:14:20 EST,Video,@kyrieirving hits back-to-back triples in OT! #NBAXmas,2018-12-25 20:14:20,2018,December,12,Tuesday,evening,False,kyrieirving hits back back triples ot nbaxmas,2019.0,True,False,0,2,1,1
2307,2307,434586,33289443,2018-12-25 19:50:59 EST,Photo,@kingjames x #NBAXmas @nbakicks!,2018-12-25 19:50:59,2018,December,12,Tuesday,evening,False,kingjames x nbaxmas nbakicks,2019.0,True,False,0,2,1,0
2308,2308,727661,33258489,2018-12-25 18:49:36 EST,Video,Three in a row from the logo! #NBAXmas (?: 8:00pm/et ??: ABC/ESPN),2018-12-25 18:49:36,2018,December,12,Tuesday,evening,False,three row logo nbaxmas 8 00pm et abc espn,2019.0,True,False,0,0,1,1
2309,2309,808211,33258489,2018-12-25 18:33:47 EST,Video,@kyrieirving gets it off @dtheis10â€™s back! #NBAXmas (??: ABC),2018-12-25 18:33:47,2018,December,12,Tuesday,evening,False,kyrieirving gets dtheis10â back nbaxmas abc,2019.0,True,False,0,2,1,1
2310,2310,808211,33258489,2018-12-25 18:14:18 EST,Video,@kyrieirving breaks out with 16 first-quarter points for the @celtics! #NBAXmas (??: ABC),2018-12-25 18:14:18,2018,December,12,Tuesday,evening,False,kyrieirving breaks 16 first quarter points celtics nbaxmas abc,2019.0,True,False,4200000,2,1,1
2311,2311,823310,33258489,2018-12-25 18:03:43 EST,Video,@kingjames & @easymoneysniper arrive for tonightâ€™s #NBAXmas action (?:8:00pm/et ??:ABC/ESPN)! #NBAstyle,2018-12-25 18:03:43,2018,December,12,Tuesday,evening,False,kingjames easymoneysniper arrive tonightâ nbaxmas action 8 00pm et abc espn nbastyle,2019.0,True,False,0,1,1,1
2312,2312,611516,33258489,2018-12-25 17:27:49 EST,Video,@jharden13 goes off for 41p/7a/6r in @houstonrockets #NBAXmas W!,2018-12-25 17:27:49,2018,December,12,Tuesday,evening,False,jharden13 goes 41p 7a 6r houstonrockets nbaxmas w,2019.0,True,False,3700000,1,1,0
2313,2313,376129,33258489,2018-12-25 16:42:52 EST,Photo,MVP x MVP! #NBAXmas,2018-12-25 16:42:52,2018,December,12,Tuesday,afternoon,False,mvp x mvp nbaxmas,2019.0,True,False,0,0,1,0
2314,2314,664238,33258489,2018-12-25 15:28:55 EST,Video,@jharden13 threads the needle to @ccapela15! #NBAXmas (??: ABC),2018-12-25 15:28:55,2018,December,12,Tuesday,afternoon,False,jharden13 threads needle ccapela15 nbaxmas abc,2019.0,True,False,0,1,1,0
2315,2315,664238,33258489,2018-12-25 14:14:10 EST,Video,"In the holiday spirit, @jharden13 gifts out a pair of exclusive @beatsbydre ?? pregame! #NBAXmas",2018-12-25 14:14:10,2018,December,12,Tuesday,afternoon,False,holiday spirit jharden13 gifts pair exclusive beatsbydre pregame nbaxmas,2019.0,True,False,0,1,1,1
2316,2316,605512,33258489,2018-12-25 14:00:47 EST,Video,@giannis_an34â€™s pin sparks the @bucks break! #NBAXmas (??: ESPN),2018-12-25 14:00:47,2018,December,12,Tuesday,afternoon,False,giannis_an34â pin sparks bucks break nbaxmas espn,2019.0,True,False,1800000,1,1,1
2317,2317,616504,33258489,2018-12-25 13:43:20 EST,Video,@jharden13 & @russwest44 arrive for #NBAXmas on ABC (3:00pm/et) action! #NBAStyle,2018-12-25 13:43:20,2018,December,12,Tuesday,afternoon,False,jharden13 russwest44 arrive nbaxmas abc 3 00pm et action nbastyle,2019.0,True,False,0,1,1,1
2318,2318,605512,33258489,2018-12-25 13:33:11 EST,Video,@nvonleh with the denial for the @nyknicks! #NBAXmas (??: ESPN),2018-12-25 13:33:11,2018,December,12,Tuesday,afternoon,False,nvonleh denial nyknicks nbaxmas espn,2019.0,True,False,2000000,0,1,1
2319,2319,616301,33258489,2018-12-25 12:59:01 EST,Video,@giannis_an34 breaks free and punches it home for the @bucks! #NBAXmas (??: ESPN),2018-12-25 12:59:01,2018,December,12,Tuesday,lunch,False,giannis_an34 breaks free punches home bucks nbaxmas espn,2019.0,True,False,1800000,1,1,0
2320,2320,326857,33258489,2018-12-25 11:40:10 EST,Photo,"@nbaallstar voting presented by @Google is officially underway!! Vote daily on NBA.com, the NBA App, with the Google Assistant or by searching for your favorite player or team on Google.",2018-12-25 11:40:10,2018,December,12,Tuesday,lunch,False,nbaallstar voting presented google officially underway vote daily nba com nba app google assistant searching favorite player team google,2019.0,True,False,0,0,1,1
2321,2321,297047,33258489,2018-12-25 11:15:31 EST,Album,@giannis_an34 takes centerstage in our #NBAXmas opener @bucks/@nyknicks 12:00pm/et on ESPN!,2018-12-25 11:15:31,2018,December,12,Tuesday,lunch,False,giannis_an34 takes centerstage nbaxmas opener bucks nyknicks 12 00pm et espn,2019.0,True,False,3800000,1,1,1
2322,2322,681121,33258489,2018-12-25 10:34:09 EST,Video,"This Christmas, y'all don't wanna miss this!
#NBASoundUp ????:@gallo_locknez ...
?????? #NBAXmas 2018! 
12:00pm/et: Bucks/Knicks (ESPN) 
3:00pm/et: Thunder/Rockets (ABC) 
5:30pm/et: Sixers/Celtics (ABC) 
8:00pm/et: Lakers/Warriors (ESPN/ABC) 
10:30pm/et: Blazers/Jazz (ESPN)",2018-12-25 10:34:09,2018,December,12,Tuesday,morning,False,christmas wanna miss nbasoundup gallo_locknez nbaxmas 2018 12 00pm et bucks knicks espn 3 00pm et thunder rockets abc 5 30pm et sixers celtics abc 8 00pm et lakers warriors espn abc 10 30pm et blazers jazz espn,2019.0,True,False,39114000,0,1,1
2323,2323,621986,33258489,2018-12-25 10:31:19 EST,Video,Reigning Eastern Conference Player of the Week @giannis_an34 prepares for todayâ€™s #NBAXmas action at Madison Square Garden!,2018-12-25 10:31:19,2018,December,12,Tuesday,morning,False,reigning eastern conference player week giannis_an34 prepares todayâ nbaxmas action madison square garden,2019.0,True,False,0,1,1,1
2324,2324,405358,33258489,2018-12-25 09:49:59 EST,Album,?????? MERRY CHRISTMAS! ??????,2018-12-25 09:49:59,2018,December,12,Tuesday,morning,False,merry christmas,2019.0,True,False,0,0,1,0
2325,2325,400525,33258489,2018-12-25 08:05:02 EST,Photo,#NBAXmas is here! ??????,2018-12-25 08:05:02,2018,December,12,Tuesday,morning,False,nbaxmas,2019.0,True,False,0,0,1,0
2326,2326,737251,33258489,2018-12-25 05:11:11 EST,Video,"??@spidadmitchell is here!!
...
??: #NBAXmas 2018
??: BLAZERS/JAZZ
?: 10:30pm/et
??: ESPN",2018-12-25 05:11:11,2018,December,12,Tuesday,deadzone,False,spidadmitchell nbaxmas 2018 blazers jazz 10 30pm et espn,2019.0,True,False,814000,0,1,0
2327,2327,808200,33258489,2018-12-25 01:20:33 EST,Video,"??????
...
??: #NBAXmas 2018
??: LAKERS/WARRIORS
?: 8:00pm/et
??: ABC/ESPN",2018-12-25 01:20:33,2018,December,12,Tuesday,deadzone,False,nbaxmas 2018 lakers warriors 8 00pm et abc espn,2019.0,True,False,20500000,0,1,0
2328,2328,660778,33258489,2018-12-24 23:25:02 EST,Video,"The last two #KiaMVP winners headline @okcthunder/@houstonrockets! ...
??: #NBAXmas 2018
??: THUNDER/ROCKETS ?: 3:00pm/et
??: ABC",2018-12-24 23:25:02,2018,December,12,Monday,night,False,last two kiamvp winners headline okcthunder houstonrockets nbaxmas 2018 thunder rockets 3 00pm et abc,2019.0,True,False,7900000,0,1,0
2329,2329,718507,33258489,2018-12-24 21:45:19 EST,Video,"""@giannis_an34 on the loose!""
...
????: #NBAXmas 12/25 ??: BUCKS/KNICKS
?: 12:00pm/et ??: ESPN",2018-12-24 21:45:19,2018,December,12,Monday,night,False,giannis_an34 loose nbaxmas 12 25 bucks knicks 12 00pm et espn,2019.0,True,False,3800000,1,1,0
2330,2330,661478,33258489,2018-12-24 20:06:35 EST,Video,As @bensimmons recalls his... whatâ€™s your fave #NBAXmas memory?,2018-12-24 20:06:35,2018,December,12,Monday,evening,False,bensimmons recalls whatâ fave nbaxmas memory,2019.0,True,False,0,1,1,0
2331,2331,432459,33232114,2018-12-24 18:37:51 EST,Album,"Ahead of our #NBAXmas action on Tuesday, we feature some Christmas Day stats & records! ??????",2018-12-24 18:37:51,2018,December,12,Monday,evening,False,ahead nbaxmas action tuesday feature christmas day stats records,2019.0,True,False,0,0,1,0
2332,2332,370731,33232114,2018-12-24 16:01:19 EST,Album,"Ahead of Tuesdayâ€™s #NBAXmas action, we showcase the Christmas Day stat leaders among active players!",2018-12-24 16:01:19,2018,December,12,Monday,afternoon,False,ahead tuesdayâ nbaxmas action showcase christmas day stat leaders among active players,2019.0,True,False,0,0,1,0
2333,2333,299866,33232114,2018-12-24 14:59:27 EST,Album,?? the NBA standings heading into Tuesdayâ€™s #NBAXmas action on ESPN & ABC!,2018-12-24 14:59:27,2018,December,12,Monday,afternoon,False,nba standings heading tuesdayâ nbaxmas action espn abc,2019.0,True,False,0,0,1,0
2334,2334,299866,33232114,2018-12-24 13:47:24 EST,Album,?? the NBA standings ahead of Tuesdayâ€™s #NBAXmas action on ESPN & ABC!,2018-12-24 13:47:24,2018,December,12,Monday,afternoon,False,nba standings ahead tuesdayâ nbaxmas action espn abc,2019.0,True,False,0,0,1,0
2335,2335,619162,33232114,2018-12-24 03:03:04 EST,Video,@jrue_holiday11 or @spidadmitchell... who had your favorite assist of the week?? #StateFarmAssists,2018-12-24 03:03:04,2018,December,12,Monday,deadzone,False,jrue_holiday11 spidadmitchell favorite assist week statefarmassists,2019.0,True,False,0,0,1,0
2336,2336,436999,33232114,2018-12-24 00:31:55 EST,Album,Swipe through to recap a busy Saturday night around the Association!,2018-12-24 00:31:55,2018,December,12,Monday,postgame,False,swipe recap busy saturday night around association,2019.0,True,False,0,0,1,1
2337,2337,755409,33232114,2018-12-24 00:02:02 EST,Video,"@stephencurry30 puts up 42, including the game-winner, for the @warriors!",2018-12-24 00:02:02,2018,December,12,Monday,postgame,False,stephencurry30 puts 42 including game winner warriors,2019.0,True,False,12100000,2,1,1
2338,2338,702540,33232114,2018-12-23 23:42:42 EST,Video,@3jmccollum to the rack!!,2018-12-23 23:42:42,2018,December,12,Sunday,postgame,False,3jmccollum rack,2019.0,True,False,0,0,1,1
2339,2339,584607,33232114,2018-12-23 23:33:50 EST,Video,@lukadoncic sends @dallasmavs/@trailblazers to OT!,2018-12-23 23:33:50,2018,December,12,Sunday,postgame,False,lukadoncic sends dallasmavs trailblazers ot,2019.0,True,False,2600000,0,1,1
2340,2340,788267,33232114,2018-12-23 23:19:42 EST,Video,@stephencurry30 wins it for the @warriors!,2018-12-23 23:19:42,2018,December,12,Sunday,night,False,stephencurry30 wins warriors,2019.0,True,False,12100000,2,1,1
2341,2341,640867,33232114,2018-12-23 23:19:38 EST,Video,@meyersleonard11 drops the hammer for the @trailblazers!,2018-12-23 23:19:38,2018,December,12,Sunday,night,False,meyersleonard11 drops hammer trailblazers,2019.0,True,False,1400000,0,1,1
2342,2342,732497,33232114,2018-12-23 22:58:47 EST,Video,@easymoneysniper protects the paint for the @warriors!,2018-12-23 22:58:47,2018,December,12,Sunday,night,False,easymoneysniper protects paint warriors,2019.0,True,False,12100000,1,1,1
2343,2343,352616,33232114,2018-12-23 22:55:14 EST,Photo,@russwest44 notches his 9th triple-double of the season for the @okcthunder with 23p/11r/10a. #TripleDoubleAlert,2018-12-23 22:55:14,2018,December,12,Sunday,night,False,russwest44 notches 9th triple double season okcthunder 23p 11r 10a tripledoublealert,2019.0,True,False,4200000,1,1,1
2344,2344,640867,33232114,2018-12-23 22:23:12 EST,Video,@zo picks up fullcourt and gets the swat for the @lakers!,2018-12-23 22:23:12,2018,December,12,Sunday,night,False,zo picks fullcourt gets swat lakers,2019.0,True,False,8400000,0,1,1
2345,2345,815135,33232114,2018-12-23 22:18:05 EST,Video,@kingjames from behind! #PhantomCam,2018-12-23 22:18:05,2018,December,12,Sunday,night,False,kingjames behind phantomcam,2019.0,True,False,0,2,1,1
2346,2346,640867,33232114,2018-12-23 20:58:31 EST,Video,@ygtrece punches it home for the @okcthunder!,2018-12-23 20:58:31,2018,December,12,Sunday,evening,False,ygtrece punches home okcthunder,2019.0,True,False,4200000,1,1,1
2347,2347,702540,33232114,2018-12-23 20:18:40 EST,Video,Not in @youngheirgordonâ€™s house!,2018-12-23 20:18:40,2018,December,12,Sunday,evening,False,youngheirgordonâ house,2019.0,True,False,0,0,1,1
2348,2348,646094,33232114,2018-12-23 20:02:43 EST,Video,@dwyanewade fakes baseline for the @miamiheat! #OneLastDance,2018-12-23 20:02:43,2018,December,12,Sunday,evening,False,dwyanewade fakes baseline miamiheat onelastdance,2019.0,True,False,3400000,1,1,1
2349,2349,640878,33208344,2018-12-23 19:11:34 EST,Video,@jonisaac_01 with the hustle and putback for the @orlandomagic!,2018-12-23 19:11:34,2018,December,12,Sunday,evening,False,jonisaac_01 hustle putback orlandomagic,2019.0,True,False,894000,0,1,0
2350,2350,649044,33208344,2018-12-23 18:57:59 EST,Video,@swipathefox times the SWAT perfectly!,2018-12-23 18:57:59,2018,December,12,Sunday,evening,False,swipathefox times swat perfectly,2019.0,True,False,0,0,1,0
2351,2351,382394,33208344,2018-12-23 14:38:22 EST,Photo,"What game are YOU circling on #NBAXMas? ??????
?? Bucks/Knicks: 12pm/et on ESPN
?? Thunder/Rockets: 3pm/et on ABC
?? Sixers/Celtics: 5:30pm/et on ABC
?? Lakers/Warriors: 8pm/et on ABC & ESPN
?? Blazers/Jazz: 10:30pm/et on ESPN",2018-12-23 14:38:22,2018,December,12,Sunday,afternoon,False,game circling nbaxmas bucks knicks 12pm et espn thunder rockets 3pm et abc sixers celtics 5 30pm et abc lakers warriors 8pm et abc espn blazers jazz 10 30pm et espn,2019.0,True,False,39114000,0,1,0
2352,2352,714292,33208344,2018-12-23 00:25:06 EST,Video,?? @nolimittb goes a perfect 14/14 from the field for the @washwizards! ??,2018-12-23 00:25:06,2018,December,12,Sunday,postgame,False,nolimittb goes perfect 14 14 field washwizards,2019.0,True,False,1000000,0,1,1
2353,2353,396744,33208344,2018-12-23 00:00:29 EST,Album,Presenting the @nbagleague All #GLeagueShowcase teams!,2018-12-23 00:00:29,2018,December,12,Sunday,postgame,False,presenting nbagleague gleagueshowcase teams,2019.0,True,False,0,0,1,1
2354,2354,459763,33208344,2018-12-22 23:57:45 EST,Album,Swipe through to recap Saturdayâ€™s NBA action!,2018-12-22 23:57:45,2018,December,12,Saturday,postgame,False,swipe recap saturdayâ nba action,2019.0,True,False,0,0,1,0
2355,2355,696131,33208344,2018-12-22 22:19:31 EST,Video,?? @nolimittb with the SLAM to finish 14-for-14 from the field for the @washwizards!,2018-12-22 22:19:31,2018,December,12,Saturday,night,False,nolimittb slam finish 14 14 field washwizards,2019.0,True,False,1000000,0,1,1
2356,2356,379726,33208344,2018-12-22 22:18:01 EST,Photo,@bradbeal3 notches his first career triple-double for the @washwizards with 40p/15a/11r! #TripleDoubleAlert,2018-12-22 22:18:01,2018,December,12,Saturday,night,False,bradbeal3 notches first career triple double washwizards 40p 15a 11r tripledoublealert,2019.0,True,False,1000000,1,1,1
2357,2357,640878,33208344,2018-12-22 22:11:57 EST,Video,Now itâ€™s @spidadmitchellâ€™s turn to set up @rudygobert27!,2018-12-22 22:11:57,2018,December,12,Saturday,night,False,itâ spidadmitchellâ turn set rudygobert27,2019.0,True,False,0,1,1,1
2358,2358,640878,33208344,2018-12-22 21:57:43 EST,Video,@ruuufio threads the needle to set up @rudygobert27!,2018-12-22 21:57:43,2018,December,12,Saturday,night,False,ruuufio threads needle set rudygobert27,2019.0,True,False,0,1,1,0
2359,2359,702553,33208344,2018-12-22 20:36:30 EST,Video,"What do ya call that, @swish41?",2018-12-22 20:36:30,2018,December,12,Saturday,evening,False,ya call swish41,2019.0,True,False,0,1,1,1
2360,2360,640878,33208344,2018-12-22 20:35:25 EST,Video,@dbook punches it home for the @suns in DC!,2018-12-22 20:35:25,2018,December,12,Saturday,evening,False,dbook punches home suns dc,2019.0,True,False,1000000,0,1,1
2361,2361,383580,33186653,2018-12-22 18:43:31 EST,Photo,"???The perfect photobomb! (Repost @rebelwilson)
@kingjames @hugh_sheridan @rebelwilson",2018-12-22 18:43:31,2018,December,12,Saturday,evening,False,perfect photobomb repost rebelwilson kingjames hugh_sheridan rebelwilson,2019.0,True,False,0,2,1,0
2362,2362,607543,33186653,2018-12-22 11:03:18 EST,Video,"The BEST of the #GLeagueShowcase so far! The @NBAGLeagueâ€™s marquee scouting event concludes with a 6-game slate today on ESPN+, @NBATV & Facebook, tipping off at 3 pm/et",2018-12-22 11:03:18,2018,December,12,Saturday,lunch,False,best gleagueshowcase far nbagleagueâ marquee scouting event concludes 6 game slate today espn nbatv facebook tipping 3 pm et,2019.0,True,False,0,0,1,0
2363,2363,470128,33186653,2018-12-22 01:33:13 EST,Album,"20 teams in action, 10 winners Friday night!",2018-12-22 01:33:13,2018,December,12,Saturday,deadzone,False,20 teams action 10 winners friday night,2019.0,True,False,0,0,1,0
2364,2364,485407,33186653,2018-12-22 00:11:48 EST,Photo,2??3??x2??3??,2018-12-22 00:11:48,2018,December,12,Saturday,postgame,False,2 3 x2 3,2019.0,True,False,0,0,1,1
2365,2365,657609,33186653,2018-12-22 00:09:00 EST,Video,@nemanjabjelica8 takes it up a notch for the @sacramentokings!,2018-12-22 00:09:00,2018,December,12,Saturday,postgame,False,nemanjabjelica8 takes notch sacramentokings,2019.0,True,False,1100000,0,1,1
2366,2366,565736,33186653,2018-12-22 00:02:18 EST,Video,"@jrue_holiday11 tosses, @antdavis23 finishes! #PhantomCam",2018-12-22 00:02:18,2018,December,12,Saturday,postgame,False,jrue_holiday11 tosses antdavis23 finishes phantomcam,2019.0,True,False,0,1,1,1
2367,2367,712732,33186653,2018-12-21 23:58:37 EST,Video,"@antdavis23, through the glass! (??: ESPN)",2018-12-21 23:58:37,2018,December,12,Friday,postgame,False,antdavis23 glass espn,2019.0,True,False,0,1,1,0
2368,2368,807273,33186653,2018-12-21 22:59:16 EST,Video,@kingjames hits waaay ahead to @zo!,2018-12-21 22:59:16,2018,December,12,Friday,night,False,kingjames hits waaay ahead zo,2019.0,True,False,0,2,1,1
2369,2369,656162,33186653,2018-12-21 22:15:28 EST,Video,@fchwpo extends the left with authority!,2018-12-21 22:15:28,2018,December,12,Friday,night,False,fchwpo extends left authority,2019.0,True,False,0,0,1,1
2370,2370,598559,33186653,2018-12-21 21:56:58 EST,Video,@vicoladipo extends with the left for the @pacers SLAM!,2018-12-21 21:56:58,2018,December,12,Friday,night,False,vicoladipo extends left pacers slam,2019.0,True,False,1500000,1,1,1
